---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.171785, 0.240133, 0.375209, 1.221841, 7.265200, 0.170329, -0.432451, 
0.172778, 0.244168, 0.380143, 1.184859, 7.269300, 0.172829, -0.432527, 
0.173787, 0.247759, 0.384925, 1.147648, 7.273400, 0.175274, -0.432630, 
0.174809, 0.250908, 0.389554, 1.110237, 7.277500, 0.177663, -0.432760, 
0.175844, 0.253617, 0.394029, 1.072654, 7.281600, 0.179994, -0.432916, 
0.176888, 0.255891, 0.398349, 1.034927, 7.285700, 0.182268, -0.433097, 
0.177941, 0.257733, 0.402515, 0.997081, 7.289800, 0.184484, -0.433303, 
0.179001, 0.259147, 0.406525, 0.959141, 7.293900, 0.186639, -0.433533, 
0.180066, 0.260140, 0.410380, 0.921130, 7.298000, 0.188733, -0.433787, 
0.181134, 0.260716, 0.414078, 0.883070, 7.302100, 0.190766, -0.434063, 
0.182203, 0.260883, 0.417621, 0.844981, 7.306200, 0.192736, -0.434362, 
0.183272, 0.260647, 0.421007, 0.806881, 7.310300, 0.194643, -0.434683, 
0.184340, 0.260016, 0.424237, 0.768789, 7.314400, 0.196485, -0.435025, 
0.185404, 0.258998, 0.427311, 0.730721, 7.318500, 0.198263, -0.435387, 
0.186463, 0.257601, 0.430229, 0.692693, 7.322600, 0.199974, -0.435770, 
0.187516, 0.255833, 0.432992, 0.654718, 7.326700, 0.201619, -0.436171, 
0.188560, 0.253705, 0.435598, 0.616810, 7.330800, 0.203196, -0.436591, 
0.189596, 0.251225, 0.438049, 0.578980, 7.334900, 0.204704, -0.437029, 
0.190620, 0.248404, 0.440346, 0.541238, 7.339000, 0.206144, -0.437485, 
0.191632, 0.245252, 0.442488, 0.503596, 7.343100, 0.207514, -0.437957, 
0.192631, 0.241780, 0.444476, 0.466061, 7.347200, 0.208814, -0.438445, 
0.193614, 0.237999, 0.446310, 0.428641, 7.351300, 0.210042, -0.438949, 
0.194582, 0.233920, 0.447991, 0.391343, 7.355400, 0.211199, -0.439467, 
0.195532, 0.229554, 0.449519, 0.354174, 7.359500, 0.212283, -0.440000, 
0.196464, 0.224914, 0.450895, 0.317138, 7.363600, 0.213294, -0.440546, 
0.197376, 0.220011, 0.452120, 0.280241, 7.367700, 0.214232, -0.441105, 
0.198268, 0.214858, 0.453193, 0.243485, 7.371800, 0.215096, -0.441676, 
0.199138, 0.209467, 0.454116, 0.206875, 7.375900, 0.215885, -0.442259, 
0.199985, 0.203851, 0.454890, 0.170413, 7.380000, 0.216599, -0.442853, 
0.200809, 0.198023, 0.455514, 0.134101, 7.384100, 0.217238, -0.443458, 
0.201608, 0.191995, 0.455990, 0.097940, 7.388200, 0.217801, -0.444072, 
0.202383, 0.185781, 0.456317, 0.061933, 7.392300, 0.218288, -0.444696, 
0.203132, 0.179395, 0.456498, 0.026079, 7.396400, 0.218698, -0.445329, 
0.203854, 0.172848, 0.456531, -0.009621, 7.400500, 0.219032, -0.445969, 
0.204549, 0.166155, 0.456419, -0.045166, 7.404600, 0.219288, -0.446618, 
0.205216, 0.159330, 0.456161, -0.080557, 7.408700, 0.219467, -0.447274, 
0.205855, 0.152385, 0.455759, -0.115795, 7.412800, 0.219568, -0.447936, 
0.206465, 0.145334, 0.455212, -0.150880, 7.416900, 0.219591, -0.448604, 
0.207047, 0.138191, 0.454522, -0.185812, 7.421000, 0.219537, -0.449278, 
0.207598, 0.130970, 0.453688, -0.220593, 7.425100, 0.219404, -0.449956, 
0.208121, 0.123683, 0.452713, -0.255223, 7.429200, 0.219194, -0.450640, 
0.208613, 0.116345, 0.451596, -0.289703, 7.433300, 0.218905, -0.451327, 
0.209075, 0.108970, 0.450338, -0.324034, 7.437400, 0.218538, -0.452018, 
0.209506, 0.101570, 0.448939, -0.358217, 7.441500, 0.218093, -0.452712, 
0.209907, 0.094158, 0.447400, -0.392253, 7.445600, 0.217569, -0.453409, 
0.210278, 0.086749, 0.445723, -0.426142, 7.449700, 0.216968, -0.454108, 
0.210619, 0.079356, 0.443906, -0.459885, 7.453800, 0.216289, -0.454809, 
0.210929, 0.071991, 0.441952, -0.493482, 7.457900, 0.215533, -0.455511, 
0.211209, 0.064668, 0.439860, -0.526934, 7.462000, 0.214699, -0.456214, 
0.211459, 0.057399, 0.437631, -0.560239, 7.466100, 0.213787, -0.456918, 
0.211680, 0.050198, 0.435266, -0.593398, 7.470200, 0.212799, -0.457622, 
0.211871, 0.043076, 0.432765, -0.626410, 7.474300, 0.211734, -0.458327, 
0.212033, 0.036046, 0.430130, -0.659274, 7.478400, 0.210593, -0.459031, 
0.212167, 0.029120, 0.427360, -0.691988, 7.482500, 0.209376, -0.459734, 
0.212272, 0.022310, 0.424456, -0.724551, 7.486600, 0.208084, -0.460436, 
0.212350, 0.015628, 0.421418, -0.756961, 7.490700, 0.206716, -0.461137, 
0.212401, 0.009085, 0.418249, -0.789214, 7.494800, 0.205274, -0.461836, 
0.212425, 0.002692, 0.414947, -0.821308, 7.498900, 0.203758, -0.462533, 
0.212423, -0.003539, 0.411514, -0.853238, 7.503000, 0.202168, -0.463228, 
0.212396, -0.009599, 0.407951, -0.885002, 7.507100, 0.200505, -0.463921, 
0.212344, -0.015476, 0.404257, -0.916594, 7.511200, 0.198770, -0.464611, 
0.212269, -0.021162, 0.400435, -0.948009, 7.515300, 0.196964, -0.465298, 
0.212171, -0.026645, 0.396484, -0.979241, 7.519400, 0.195086, -0.465982, 
0.212051, -0.031918, 0.392405, -1.010285, 7.523500, 0.193138, -0.466663, 
0.211910, -0.036971, 0.388200, -1.041133, 7.527600, 0.191120, -0.467340, 
0.211748, -0.041795, 0.383868, -1.071777, 7.531700, 0.189033, -0.468014, 
0.211567, -0.046382, 0.379412, -1.102210, 7.535800, 0.186879, -0.468684, 
0.211368, -0.050726, 0.374831, -1.132424, 7.539900, 0.184657, -0.469350, 
0.211152, -0.054817, 0.370126, -1.162407, 7.544000, 0.182368, -0.470011, 
0.210919, -0.058650, 0.365299, -1.192152, 7.548100, 0.180014, -0.470669, 
0.210671, -0.062218, 0.360351, -1.221647, 7.552200, 0.177596, -0.471322, 
0.210409, -0.065515, 0.355282, -1.250880, 7.556300, 0.175113, -0.471970, 
0.210134, -0.068536, 0.350094, -1.279841, 7.560400, 0.172568, -0.472614, 
0.209848, -0.071275, 0.344788, -1.308516, 7.564500, 0.169961, -0.473254, 
0.209550, -0.073728, 0.339365, -1.336894, 7.568600, 0.167293, -0.473888, 
0.209243, -0.075892, 0.333826, -1.364959, 7.572700, 0.164565, -0.474517, 
0.208928, -0.077762, 0.328172, -1.392697, 7.576800, 0.161778, -0.475142, 
0.208606, -0.079336, 0.322406, -1.420095, 7.580900, 0.158934, -0.475761, 
0.208278, -0.080611, 0.316528, -1.447137, 7.585000, 0.156032, -0.476376, 
0.207946, -0.081587, 0.310540, -1.473806, 7.589100, 0.153075, -0.476985, 
0.207610, -0.082260, 0.304443, -1.500087, 7.593200, 0.150064, -0.477589, 
0.207271, -0.082632, 0.298240, -1.525962, 7.597300, 0.146999, -0.478187, 
0.206932, -0.082701, 0.291931, -1.551415, 7.601400, 0.143882, -0.478780, 
0.206594, -0.082469, 0.285519, -1.576427, 7.605500, 0.140713, -0.479368, 
0.206257, -0.081936, 0.279005, -1.600981, 7.609600, 0.137495, -0.479950, 
0.205922, -0.081104, 0.272391, -1.625058, 7.613700, 0.134228, -0.480527, 
0.205592, -0.079976, 0.265680, -1.648640, 7.617800, 0.130913, -0.481098, 
0.205267, -0.078555, 0.258873, -1.671707, 7.621900, 0.127552, -0.481664, 
0.204948, -0.076843, 0.251973, -1.694242, 7.626000, 0.124146, -0.482224, 
0.204637, -0.074846, 0.244981, -1.716224, 7.630100, 0.120696, -0.482779, 
0.204335, -0.072568, 0.237901, -1.737634, 7.634200, 0.117203, -0.483327, 
0.204042, -0.070014, 0.230733, -1.758454, 7.638300, 0.113669, -0.483870, 
0.203761, -0.067190, 0.223482, -1.778664, 7.642400, 0.110095, -0.484407, 
0.203492, -0.064103, 0.216149, -1.798245, 7.646500, 0.106483, -0.484939, 
0.203236, -0.060760, 0.208737, -1.817179, 7.650600, 0.102832, -0.485464, 
0.202994, -0.057169, 0.201249, -1.835446, 7.654700, 0.099146, -0.485984, 
0.202767, -0.053337, 0.193688, -1.853029, 7.658800, 0.095425, -0.486497, 
0.202557, -0.049274, 0.186055, -1.869909, 7.662900, 0.091670, -0.487004, 
0.202364, -0.044990, 0.178355, -1.886069, 7.667000, 0.087883, -0.487506, 
0.202188, -0.040493, 0.170591, -1.901493, 7.671100, 0.084065, -0.488000, 
0.202032, -0.035795, 0.162764, -1.916164, 7.675200, 0.080218, -0.488489, 
0.201895, -0.030906, 0.154879, -1.930066, 7.679300, 0.076343, -0.488971, 
0.201779, -0.025838, 0.146939, -1.943184, 7.683400, 0.072441, -0.489447, 
0.201683, -0.020601, 0.138946, -1.955505, 7.687500, 0.068513, -0.489916, 
0.201610, -0.015210, 0.130905, -1.967014, 7.691600, 0.064562, -0.490378, 
0.201559, -0.009675, 0.122818, -1.977700, 7.695700, 0.060588, -0.490834, 
0.201531, -0.004011, 0.114689, -1.987551, 7.699800, 0.056593, -0.491282, 
0.201526, 0.001770, 0.106521, -1.996557, 7.703900, 0.052578, -0.491723, 
0.201545, 0.007654, 0.098318, -2.004708, 7.708000, 0.048544, -0.492157, 
0.201589, 0.013627, 0.090084, -2.011996, 7.712100, 0.044494, -0.492584, 
0.201657, 0.019675, 0.081821, -2.018414, 7.716200, 0.040428, -0.493002, 
0.201750, 0.025784, 0.073534, -2.023955, 7.720300, 0.036348, -0.493413, 
0.201869, 0.031939, 0.065226, -2.028615, 7.724400, 0.032255, -0.493816, 
0.202012, 0.038125, 0.056900, -2.032391, 7.728500, 0.028151, -0.494211, 
0.202181, 0.044327, 0.048561, -2.035280, 7.732600, 0.024037, -0.494598, 
0.202376, 0.050531, 0.040212, -2.037281, 7.736700, 0.019915, -0.494975, 
0.202596, 0.056722, 0.031857, -2.038393, 7.740800, 0.015785, -0.495344, 
0.202841, 0.062884, 0.023499, -2.038620, 7.744900, 0.011651, -0.495704, 
0.203111, 0.069002, 0.015141, -2.037963, 7.749000, 0.007512, -0.496054, 
0.203407, 0.075062, 0.006789, -2.036425, 7.753100, 0.003370, -0.496395, 
0.203727, 0.081049, -0.001556, -2.034013, 7.757200, -0.000773, -0.496726, 
0.204071, 0.086947, -0.009889, -2.030733, 7.761300, -0.004916, -0.497047, 
0.204440, 0.092744, -0.018207, -2.026592, 7.765400, -0.009056, -0.497357, 
0.204831, 0.098423, -0.026506, -2.021598, 7.769500, -0.013194, -0.497657, 
0.205246, 0.103970, -0.034783, -2.015762, 7.773600, -0.017327, -0.497945, 
0.205684, 0.109373, -0.043034, -2.009095, 7.777700, -0.021454, -0.498222, 
0.206143, 0.114617, -0.051256, -2.001607, 7.781800, -0.025573, -0.498488, 
0.206623, 0.119688, -0.059446, -1.993313, 7.785900, -0.029683, -0.498741, 
0.207124, 0.124574, -0.067600, -1.984225, 7.790000, -0.033783, -0.498982, 
0.207645, 0.129263, -0.075716, -1.974359, 7.794100, -0.037871, -0.499210, 
0.208184, 0.133741, -0.083789, -1.963729, 7.798200, -0.041945, -0.499426, 
0.208741, 0.137997, -0.091817, -1.952351, 7.802300, -0.046004, -0.499628, 
0.209315, 0.142020, -0.099797, -1.940243, 7.806400, -0.050047, -0.499816, 
0.209905, 0.145798, -0.107726, -1.927421, 7.810500, -0.054071, -0.499990, 
0.210510, 0.149322, -0.115601, -1.913905, 7.814600, -0.058077, -0.500150, 
0.211129, 0.152580, -0.123419, -1.899710, 7.818700, -0.062062, -0.500295, 
0.211761, 0.155565, -0.131178, -1.884858, 7.822800, -0.066024, -0.500424, 
0.212405, 0.158266, -0.138874, -1.869366, 7.826900, -0.069962, -0.500539, 
0.213059, 0.160675, -0.146506, -1.853254, 7.831000, -0.073876, -0.500637, 
0.213722, 0.162785, -0.154070, -1.836541, 7.835100, -0.077762, -0.500719, 
0.214393, 0.164589, -0.161565, -1.819247, 7.839200, -0.081621, -0.500785, 
0.215071, 0.166079, -0.168987, -1.801392, 7.843300, -0.085450, -0.500834, 
0.215754, 0.167249, -0.176336, -1.782996, 7.847400, -0.089247, -0.500865, 
0.216442, 0.168095, -0.183607, -1.764077, 7.851500, -0.093013, -0.500879, 
0.217132, 0.168611, -0.190800, -1.744656, 7.855600, -0.096744, -0.500875, 
0.217824, 0.168793, -0.197913, -1.724752, 7.859700, -0.100440, -0.500852, 
0.218516, 0.168636, -0.204943, -1.704384, 7.863800, -0.104099, -0.500811, 
0.219206, 0.168140, -0.211888, -1.683571, 7.867900, -0.107720, -0.500751, 
0.219894, 0.167299, -0.218747, -1.662332, 7.872000, -0.111302, -0.500672, 
0.220578, 0.166114, -0.225519, -1.640684, 7.876100, -0.114842, -0.500573, 
0.221256, 0.164582, -0.232200, -1.618646, 7.880200, -0.118340, -0.500454, 
0.221927, 0.162703, -0.238791, -1.596235, 7.884300, -0.121795, -0.500316, 
0.222590, 0.160477, -0.245289, -1.573467, 7.888400, -0.125204, -0.500157, 
0.223242, 0.157904, -0.251693, -1.550360, 7.892500, -0.128567, -0.499977, 
0.223884, 0.154986, -0.258002, -1.526928, 7.896600, -0.131882, -0.499776, 
0.224513, 0.151724, -0.264213, -1.503188, 7.900700, -0.135148, -0.499554, 
0.225128, 0.148121, -0.270327, -1.479154, 7.904800, -0.138364, -0.499311, 
0.225727, 0.144179, -0.276342, -1.454840, 7.908900, -0.141529, -0.499046, 
0.226309, 0.139901, -0.282257, -1.430259, 7.913000, -0.144640, -0.498760, 
0.226874, 0.135292, -0.288070, -1.405425, 7.917100, -0.147697, -0.498452, 
0.227418, 0.130357, -0.293781, -1.380349, 7.921200, -0.150699, -0.498121, 
0.227942, 0.125099, -0.299388, -1.355044, 7.925300, -0.153644, -0.497769, 
0.228444, 0.119525, -0.304892, -1.329520, 7.929400, -0.156532, -0.497394, 
0.228922, 0.113640, -0.310290, -1.303787, 7.933500, -0.159361, -0.496997, 
0.229375, 0.107452, -0.315583, -1.277855, 7.937600, -0.162130, -0.496578, 
0.229802, 0.100966, -0.320768, -1.251733, 7.941700, -0.164837, -0.496136, 
0.230203, 0.094191, -0.325847, -1.225429, 7.945800, -0.167483, -0.495672, 
0.230574, 0.087133, -0.330817, -1.198951, 7.949900, -0.170065, -0.495185, 
0.230917, 0.079803, -0.335678, -1.172305, 7.954000, -0.172583, -0.494676, 
0.231228, 0.072207, -0.340429, -1.145498, 7.958100, -0.175036, -0.494144, 
0.231509, 0.064356, -0.345071, -1.118536, 7.962200, -0.177422, -0.493590, 
0.231756, 0.056258, -0.349601, -1.091424, 7.966300, -0.179741, -0.493013, 
0.231970, 0.047924, -0.354020, -1.064165, 7.970400, -0.181992, -0.492414, 
0.232149, 0.039364, -0.358327, -1.036765, 7.974500, -0.184174, -0.491794, 
0.232292, 0.030588, -0.362521, -1.009225, 7.978600, -0.186286, -0.491151, 
0.232399, 0.021607, -0.366602, -0.981550, 7.982700, -0.188327, -0.490487, 
0.232469, 0.012433, -0.370570, -0.953740, 7.986800, -0.190297, -0.489801, 
0.232501, 0.003078, -0.374423, -0.925797, 7.990900, -0.192194, -0.489093, 
0.232494, -0.006448, -0.378161, -0.897722, 7.995000, -0.194019, -0.488365, 
0.232448, -0.016132, -0.381784, -0.869517, 7.999100, -0.195770, -0.487616, 
0.232361, -0.025962, -0.385291, -0.841180, 8.003200, -0.197446, -0.486847, 
0.232235, -0.035925, -0.388682, -0.812711, 8.007300, -0.199047, -0.486057, 
0.232067, -0.046007, -0.391955, -0.784109, 8.011400, -0.200573, -0.485248, 
0.231857, -0.056197, -0.395111, -0.755374, 8.015500, -0.202023, -0.484419, 
0.231606, -0.066481, -0.398149, -0.726502, 8.019600, -0.203396, -0.483571, 
0.231312, -0.076845, -0.401068, -0.697492, 8.023700, -0.204692, -0.482705, 
0.230976, -0.087275, -0.403868, -0.668342, 8.027800, -0.205911, -0.481821, 
0.230596, -0.097759, -0.406548, -0.639047, 8.031900, -0.207052, -0.480919, 
0.230174, -0.108282, -0.409108, -0.609606, 8.036000, -0.208114, -0.479999, 
0.229708, -0.118829, -0.411547, -0.580014, 8.040100, -0.209098, -0.479064, 
0.229199, -0.129387, -0.413864, -0.550268, 8.044200, -0.210003, -0.478112, 
0.228647, -0.139941, -0.416059, -0.520363, 8.048300, -0.210828, -0.477145, 
0.228052, -0.150477, -0.418131, -0.490295, 8.052400, -0.211575, -0.476163, 
0.227413, -0.160981, -0.420079, -0.460059, 8.056500, -0.212242, -0.475167, 
0.226732, -0.171437, -0.421903, -0.429651, 8.060600, -0.212829, -0.474157, 
0.226008, -0.181832, -0.423602, -0.399066, 8.064700, -0.213336, -0.473135, 
0.225241, -0.192150, -0.425175, -0.368299, 8.068800, -0.213764, -0.472100, 
0.224432, -0.202376, -0.426622, -0.337343, 8.072900, -0.214112, -0.471054, 
0.223582, -0.212497, -0.427941, -0.306196, 8.077000, -0.214381, -0.469997, 
0.222690, -0.222498, -0.429132, -0.274850, 8.081100, -0.214569, -0.468931, 
0.221757, -0.232362, -0.430195, -0.243301, 8.085200, -0.214678, -0.467855, 
0.220785, -0.242077, -0.431127, -0.211543, 8.089300, -0.214708, -0.466771, 
0.219773, -0.251627, -0.431929, -0.179571, 8.093400, -0.214659, -0.465680, 
0.218722, -0.260998, -0.432599, -0.147381, 8.097500, -0.214530, -0.464581, 
0.217633, -0.270175, -0.433137, -0.114967, 8.101600, -0.214323, -0.463478, 
0.216507, -0.279144, -0.433542, -0.082324, 8.105700, -0.214037, -0.462369, 
0.215344, -0.287890, -0.433812, -0.049448, 8.109800, -0.213674, -0.461256, 
0.214146, -0.296399, -0.433947, -0.016335, 8.113900, -0.213232, -0.460140, 
0.212914, -0.304657, -0.433946, 0.017020, 8.118000, -0.212714, -0.459023, 
0.211648, -0.312650, -0.433807, 0.050620, 8.122100, -0.212118, -0.457904, 
0.210351, -0.320364, -0.433530, 0.084468, 8.126200, -0.211446, -0.456785, 
0.209022, -0.327786, -0.433114, 0.118567, 8.130300, -0.210698, -0.455667, 
0.207663, -0.334901, -0.432558, 0.152921, 8.134400, -0.209875, -0.454550, 
0.206276, -0.341696, -0.431860, 0.187529, 8.138500, -0.208977, -0.453437, 
0.204862, -0.348159, -0.431019, 0.222394, 8.142600, -0.208005, -0.452327, 
0.203422, -0.354276, -0.430036, 0.257517, 8.146700, -0.206960, -0.451223, 
0.201957, -0.360035, -0.428908, 0.292896, 8.150800, -0.205842, -0.450124, 
0.200470, -0.365423, -0.427634, 0.328531, 8.154900, -0.204651, -0.449033, 
0.198961, -0.370428, -0.426213, 0.364421, 8.159000, -0.203389, -0.447949, 
0.197433, -0.375038, -0.424645, 0.400562, 8.163100, -0.202057, -0.446875, 
0.195886, -0.379241, -0.422928, 0.436951, 8.167200, -0.200655, -0.445811, 
0.194324, -0.383027, -0.421062, 0.473583, 8.171300, -0.199184, -0.444759, 
0.192746, -0.386383, -0.419045, 0.510453, 8.175400, -0.197644, -0.443718, 
0.191156, -0.389301, -0.416876, 0.547553, 8.179500, -0.196037, -0.442692, 
0.189554, -0.391768, -0.414554, 0.584877, 8.183600, -0.194364, -0.441680, 
0.187944, -0.393777, -0.412079, 0.622413, 8.187700, -0.192626, -0.440684, 
0.186326, -0.395316, -0.409450, 0.660152, 8.191800, -0.190822, -0.439705, 
0.184703, -0.396377, -0.406666, 0.698081, 8.195900, -0.188955, -0.438744, 
0.183077, -0.396952, -0.403726, 0.736186, 8.200000, -0.187025, -0.437802, 
0.181449, -0.397032, -0.400629, 0.774453, 8.204100, -0.185034, -0.436880, 
0.179822, -0.396610, -0.397375, 0.812865, 8.208200, -0.182982, -0.435979, 
0.178197, -0.395679, -0.393963, 0.851403, 8.212300, -0.180870, -0.435101, 
0.176578, -0.394233, -0.390393, 0.890047, 8.216400, -0.178699, -0.434246, 
0.174965, -0.392264, -0.386665, 0.928775, 8.220500, -0.176470, -0.433416, 
0.173362, -0.389769, -0.382777, 0.967563, 8.224600, -0.174185, -0.432612, 
0.171770, -0.386743, -0.378731, 1.006387, 8.228700, -0.171845, -0.431834, 
0.170191, -0.383180, -0.374525, 1.045217, 8.232800, -0.169449, -0.431084, 
0.168628, -0.379079, -0.370160, 1.084026, 8.236900, -0.167001, -0.430362, 
0.167084, -0.374436, -0.365636, 1.122781, 8.241000, -0.164500, -0.429670, 
0.165559, -0.369250, -0.360953, 1.161450, 8.245100, -0.161948, -0.429010, 
0.164056, -0.363518, -0.356112, 1.199998, 8.249200, -0.159345, -0.428380, 
0.162579, -0.357242, -0.351114, 1.238387, 8.253300, -0.156693, -0.427784, 
0.161128, -0.350420, -0.345958, 1.276579, 8.257400, -0.153994, -0.427221, 
0.159706, -0.343056, -0.340646, 1.314533, 8.261500, -0.151247, -0.426693, 
0.158316, -0.335149, -0.335179, 1.352206, 8.265600, -0.148455, -0.426200, 
0.156959, -0.326705, -0.329558, 1.389556, 8.269700, -0.145618, -0.425744, 
0.155637, -0.317726, -0.323785, 1.426535, 8.273800, -0.142737, -0.425325, 
0.154354, -0.308217, -0.317861, 1.463096, 8.277900, -0.139814, -0.424944, 
0.153111, -0.298184, -0.311788, 1.499192, 8.282000, -0.136849, -0.424602, 
0.151910, -0.287635, -0.305569, 1.534772, 8.286100, -0.133845, -0.424300, 
0.150753, -0.276576, -0.299204, 1.569785, 8.290200, -0.130800, -0.424037, 
0.149642, -0.265017, -0.292697, 1.604179, 8.294300, -0.127718, -0.423816, 
0.148580, -0.252967, -0.286051, 1.637901, 8.298400, -0.124599, -0.423637, 
0.147569, -0.240438, -0.279267, 1.670898, 8.302500, -0.121443, -0.423500, 
0.146609, -0.227441, -0.272350, 1.703117, 8.306600, -0.118253, -0.423406, 
0.145704, -0.213988, -0.265303, 1.734503, 8.310700, -0.115029, -0.423355, 
0.144855, -0.200095, -0.258129, 1.765003, 8.314800, -0.111772, -0.423349, 
0.144064, -0.185777, -0.250831, 1.794564, 8.318900, -0.108483, -0.423387, 
0.143332, -0.171048, -0.243415, 1.823132, 8.323000, -0.105164, -0.423470, 
0.142662, -0.155927, -0.235883, 1.850656, 8.327100, -0.101815, -0.423598, 
0.142054, -0.140431, -0.228241, 1.877086, 8.331200, -0.098437, -0.423772, 
0.141511, -0.124580, -0.220492, 1.902371, 8.335300, -0.095032, -0.423991, 
0.141033, -0.108394, -0.212643, 1.926464, 8.339400, -0.091600, -0.424257, 
0.140622, -0.091894, -0.204697, 1.949320, 8.343500, -0.088143, -0.424570, 
0.140280, -0.075101, -0.196660, 1.970896, 8.347600, -0.084661, -0.424928, 
0.140007, -0.058039, -0.188538, 1.991150, 8.351700, -0.081155, -0.425334, 
0.139804, -0.040731, -0.180335, 2.010044, 8.355800, -0.077627, -0.425786, 
0.139673, -0.023202, -0.172057, 2.027543, 8.359900, -0.074078, -0.426285, 
0.139614, -0.005477, -0.163711, 2.043615, 8.364000, -0.070508, -0.426830, 
0.139629, 0.012419, -0.155301, 2.058232, 8.368100, -0.066918, -0.427422, 
0.139717, 0.030459, -0.146835, 2.071370, 8.372200, -0.063310, -0.428060, 
0.139879, 0.048616, -0.138318, 2.083006, 8.376300, -0.059684, -0.428744, 
0.140115, 0.066863, -0.129757, 2.093124, 8.380400, -0.056042, -0.429474, 
0.140427, 0.085171, -0.121157, 2.101710, 8.384500, -0.052384, -0.430250, 
0.140814, 0.103512, -0.112525, 2.108757, 8.388600, -0.048712, -0.431070, 
0.141276, 0.121859, -0.103867, 2.114258, 8.392700, -0.045026, -0.431935, 
0.141813, 0.140181, -0.095190, 2.118213, 8.396800, -0.041327, -0.432844, 
0.142425, 0.158451, -0.086500, 2.120626, 8.400900, -0.037617, -0.433797, 
0.143112, 0.176640, -0.077803, 2.121504, 8.405000, -0.033897, -0.434793, 
0.143873, 0.194718, -0.069106, 2.120860, 8.409100, -0.030166, -0.435831, 
0.144709, 0.212658, -0.060414, 2.118709, 8.413200, -0.026428, -0.436910, 
0.145617, 0.230430, -0.051734, 2.115071, 8.417300, -0.022681, -0.438030, 
0.146598, 0.248006, -0.043072, 2.109969, 8.421400, -0.018929, -0.439190, 
0.147650, 0.265358, -0.034434, 2.103430, 8.425500, -0.015171, -0.440389, 
0.148773, 0.282460, -0.025826, 2.095484, 8.429600, -0.011408, -0.441626, 
0.149966, 0.299283, -0.017253, 2.086166, 8.433700, -0.007642, -0.442900, 
0.151227, 0.315801, -0.008721, 2.075511, 8.437800, -0.003874, -0.444210, 
0.152555, 0.331989, -0.000236, 2.063559, 8.441900, -0.000105, -0.445555, 
0.153949, 0.347820, 0.008198, 2.050352, 8.446000, 0.003664, -0.446934, 
0.155407, 0.363271, 0.016575, 2.035932, 8.450100, 0.007432, -0.448345, 
0.156927, 0.378318, 0.024891, 2.020347, 8.454200, 0.011198, -0.449788, 
0.158508, 0.392937, 0.033141, 2.003643, 8.458300, 0.014961, -0.451261, 
0.160149, 0.407106, 0.041319, 1.985869, 8.462400, 0.018719, -0.452762, 
0.161846, 0.420805, 0.049423, 1.967075, 8.466500, 0.022471, -0.454291, 
0.163599, 0.434012, 0.057448, 1.947312, 8.470600, 0.026216, -0.455845, 
0.165404, 0.446708, 0.065390, 1.926631, 8.474700, 0.029954, -0.457425, 
0.167261, 0.458875, 0.073245, 1.905084, 8.478800, 0.033682, -0.459027, 
0.169166, 0.470495, 0.081011, 1.882722, 8.482900, 0.037399, -0.460651, 
0.171118, 0.481552, 0.088683, 1.859597, 8.487000, 0.041105, -0.462294, 
0.173114, 0.492031, 0.096258, 1.835761, 8.491100, 0.044798, -0.463957, 
0.175152, 0.501916, 0.103735, 1.811264, 8.495200, 0.048477, -0.465635, 
0.177229, 0.511194, 0.111110, 1.786156, 8.499300, 0.052140, -0.467330, 
0.179343, 0.519854, 0.118381, 1.760486, 8.503400, 0.055786, -0.469037, 
0.181491, 0.527884, 0.125545, 1.734303, 8.507500, 0.059414, -0.470757, 
0.183671, 0.535272, 0.132601, 1.707652, 8.511600, 0.063022, -0.472486, 
0.185879, 0.542012, 0.139547, 1.680580, 8.515700, 0.066610, -0.474224, 
0.188114, 0.548093, 0.146382, 1.653130, 8.519800, 0.070175, -0.475969, 
0.190373, 0.553509, 0.153103, 1.625345, 8.523900, 0.073717, -0.477719, 
0.192652, 0.558253, 0.159709, 1.597266, 8.528000, 0.077234, -0.479472, 
0.194950, 0.562321, 0.166200, 1.568932, 8.532100, 0.080724, -0.481226, 
0.197262, 0.565709, 0.172574, 1.540381, 8.536200, 0.084187, -0.482980, 
0.199588, 0.568412, 0.178831, 1.511647, 8.540300, 0.087621, -0.484732, 
0.201922, 0.570429, 0.184969, 1.482766, 8.544400, 0.091024, -0.486480, 
0.204264, 0.571758, 0.190989, 1.453768, 8.548500, 0.094396, -0.488222, 
0.206610, 0.572399, 0.196890, 1.424685, 8.552600, 0.097734, -0.489957, 
0.208957, 0.572352, 0.202672, 1.395544, 8.556700, 0.101037, -0.491683, 
0.211302, 0.571620, 0.208333, 1.366372, 8.560800, 0.104305, -0.493398, 
0.213643, 0.570202, 0.213876, 1.337194, 8.564900, 0.107534, -0.495100, 
0.215977, 0.568104, 0.219298, 1.308033, 8.569000, 0.110725, -0.496787, 
0.218301, 0.565329, 0.224602, 1.278910, 8.573100, 0.113876, -0.498458, 
0.220612, 0.561880, 0.229786, 1.249845, 8.577200, 0.116985, -0.500112, 
0.222907, 0.557765, 0.234850, 1.220855, 8.581300, 0.120050, -0.501745, 
