---- Félix Cabrera, ECFM-USAC, 2019 ---- 
Solución numérica para el péndulo elástico: 
Pendulo de longitud 0.29 [m], constante 10.23 [N/m] y masa 0.20 [kg]. 
 z[m], vz[m/s], theta[rad], w[rad/s], t[s], x[m], y[m], 
0.139474, 0.119154, -0.209900, -1.926336, 14.579600, -0.090111, -0.422982, 
0.139997, 0.135661, -0.217749, -1.902010, 14.583700, -0.093541, -0.422772, 
0.140586, 0.151824, -0.225495, -1.876486, 14.587800, -0.096945, -0.422609, 
0.141241, 0.167622, -0.233134, -1.849811, 14.591900, -0.100322, -0.422494, 
0.141960, 0.183036, -0.240662, -1.822039, 14.596000, -0.103671, -0.422425, 
0.142741, 0.198047, -0.248073, -1.793220, 14.600100, -0.106991, -0.422402, 
0.143583, 0.212639, -0.255365, -1.763408, 14.604200, -0.110280, -0.422426, 
0.144484, 0.226795, -0.262532, -1.732658, 14.608300, -0.113539, -0.422494, 
0.145443, 0.240500, -0.269571, -1.701024, 14.612400, -0.116765, -0.422608, 
0.146456, 0.253740, -0.276479, -1.668562, 14.616500, -0.119958, -0.422766, 
0.147523, 0.266501, -0.283253, -1.635326, 14.620600, -0.123117, -0.422968, 
0.148641, 0.278771, -0.289888, -1.601373, 14.624700, -0.126241, -0.423213, 
0.149808, 0.290540, -0.296383, -1.566755, 14.628800, -0.129328, -0.423501, 
0.151022, 0.301798, -0.302735, -1.531528, 14.632900, -0.132377, -0.423830, 
0.152282, 0.312535, -0.308941, -1.495744, 14.637000, -0.135388, -0.424201, 
0.153584, 0.322744, -0.314999, -1.459456, 14.641100, -0.138359, -0.424611, 
0.154928, 0.332417, -0.320908, -1.422714, 14.645200, -0.141289, -0.425061, 
0.156309, 0.341550, -0.326665, -1.385568, 14.649300, -0.144177, -0.425549, 
0.157728, 0.350137, -0.332269, -1.348065, 14.653400, -0.147022, -0.426075, 
0.159180, 0.358174, -0.337718, -1.310253, 14.657500, -0.149823, -0.426638, 
0.160664, 0.365658, -0.343012, -1.272175, 14.661600, -0.152579, -0.427236, 
0.162177, 0.372586, -0.348150, -1.233875, 14.665700, -0.155288, -0.427869, 
0.163718, 0.378958, -0.353130, -1.195394, 14.669800, -0.157950, -0.428536, 
0.165284, 0.384774, -0.357952, -1.156771, 14.673900, -0.160563, -0.429236, 
0.166873, 0.390032, -0.362615, -1.118043, 14.678000, -0.163126, -0.429968, 
0.168482, 0.394736, -0.367120, -1.079246, 14.682100, -0.165639, -0.430731, 
0.170109, 0.398886, -0.371465, -1.040412, 14.686200, -0.168100, -0.431523, 
0.171752, 0.402485, -0.375651, -1.001574, 14.690300, -0.170507, -0.432344, 
0.173408, 0.405536, -0.379678, -0.962760, 14.694400, -0.172861, -0.433193, 
0.175076, 0.408044, -0.383546, -0.923998, 14.698500, -0.175159, -0.434068, 
0.176754, 0.410014, -0.387255, -0.885313, 14.702600, -0.177402, -0.434968, 
0.178438, 0.411450, -0.390806, -0.846729, 14.706700, -0.179586, -0.435893, 
0.180127, 0.412359, -0.394198, -0.808268, 14.710800, -0.181713, -0.436840, 
0.181818, 0.412746, -0.397434, -0.769949, 14.714900, -0.183780, -0.437810, 
0.183511, 0.412620, -0.400512, -0.731791, 14.719000, -0.185787, -0.438800, 
0.185201, 0.411987, -0.403435, -0.693810, 14.723100, -0.187732, -0.439810, 
0.186888, 0.410856, -0.406202, -0.656021, 14.727200, -0.189615, -0.440839, 
0.188570, 0.409235, -0.408814, -0.618437, 14.731300, -0.191434, -0.441885, 
0.190243, 0.407134, -0.411273, -0.581071, 14.735400, -0.193189, -0.442947, 
0.191907, 0.404561, -0.413579, -0.543932, 14.739500, -0.194879, -0.444024, 
0.193560, 0.401527, -0.415734, -0.507029, 14.743600, -0.196503, -0.445115, 
0.195199, 0.398042, -0.417737, -0.470370, 14.747700, -0.198059, -0.446219, 
0.196823, 0.394117, -0.419591, -0.433962, 14.751800, -0.199548, -0.447334, 
0.198430, 0.389762, -0.421296, -0.397810, 14.755900, -0.200967, -0.448460, 
0.200019, 0.384988, -0.422853, -0.361918, 14.760000, -0.202317, -0.449595, 
0.201587, 0.379809, -0.424264, -0.326288, 14.764100, -0.203597, -0.450738, 
